station,lat,lon
Kawnice,52.249843,18.1509343
Kały,,
Kiekrz,52.4755914,16.7896342
Kielce,50.8743077,20.6179325
Kielce Białogon,50.8552785,20.5745468
Kielce Herbskie,50.8859058,20.6024161
Kielce Piaski,50.8897894,20.6253268
Kielce Słowik,50.8335783,20.538673
Kielce Ślichowice,50.8888087,20.5838753
Kiełpino Kartuskie,54.2872777,18.2317041
Kije,50.6077569,20.5777501
Klecza Dolna,49.8783066,19.534601
Klecza Górna,49.8651412,19.5670768
Klembów,52.396019,21.3531447
Klemensów,,
Klementowice,51.3627122,22.1101676
Klepacze,53.1030051,23.0809097
Kleszczele,52.5643178,23.3189832
Klewki,53.7364896,20.5680774
Klimontów,50.525391,20.0301626
Kliniska,53.4608622,14.7840205
Kluczbork,50.9710826,18.201009
Knurów,50.217278,18.688153
Knyszyn,53.2846326,22.8960757
Kobierzyce,50.9742632,16.9265914
Kobiór,50.0658256,18.9234767
Kobylany,52.0376649,23.5609897
Kobylec,52.8483404,17.2007966
Kobylnica,52.4458143,17.0794703
Kobyłka,52.336943,21.2155784
Kobyłka Ossów,52.3270568,21.1927373
Kochanowice,50.6991259,18.7479576
Kochcice-Glinica,50.7140106,18.6575134
Kojszówka,49.6902908,19.7228658
Kokotów,50.0178259,20.0698506
Kolbuszowa,50.2454136,21.7850466
Kolin,53.2443554,15.1245925
Kolonia,53.5672841,21.272218
Kolonowskie,50.6519246,18.3881098
Kolumna,51.6148915,19.1959352
Koluszki,51.7438515,19.8186183
Komańcza,49.3389488,22.0724508
Komańcza Letnisko,49.3462792,22.0806184
Komorowo Żuławskie,54.1047941,19.5099892
Komorów Podmurynia,50.3495467,21.7330367
Komprachcice,50.6316632,17.8213941
Koniecpol,50.776388,19.700042
Koniecpol Magdasz,50.7725111,19.6533269
Konin,52.2312372,18.2532655
Konin Zachód,52.2368188,18.2221149
Konin Żagański,51.5456539,15.1916491
Konojady,53.3493985,19.2276595
Kopalina,51.0210942,17.4040382
Kornatowo,53.2965038,18.6471971
Kornelin,52.1831505,20.206215
Kornica,51.2173311,20.4047684
Korsze,54.1723169,21.1368803
Korwinów,50.7385774,19.1766004
Korzenica,50.0558713,22.9368949
Korzeńsko,51.5446015,16.8722387
Kosina,50.0835701,22.3228456
Kosiorki,52.1071086,22.3360033
Kostomłoty,50.9217423,20.615332
Kostrzyn,52.5916462,14.6478383
Kostrzyn Wielkopolski,52.3932322,17.2246954
Kostów,51.1656636,18.1455528
Koszalin,54.1906752,16.1697156
Koszewnica,52.1691158,21.9868298
Koszęcin,50.6229914,18.8358583
Kotlin,51.9146047,17.6489564
Kotomierz,53.2843906,18.1208811
Kotowo,52.2283129,16.4840197
Kotulin,50.4688106,18.4359196
Kotuń,52.176237,22.0676778
Kotórz Mały,50.7289893,18.0360812
Kowalewo Pomorskie,53.1638254,18.8691013
Kowalów,52.3974515,14.7597177
Kozia Góra,53.8535626,20.0804022
Kozy,49.8497339,19.1426467
Kozy Zagroda,49.8574803,19.1639399
Kozłowo,53.3092581,20.3115687
Kozłów,50.4747787,20.0120984
Kołbiel,52.0402499,21.4343555
Koło,52.2113717,18.6315449
Kołobrzeg,54.1821911,15.5708986
Kołodziejewo,52.7135245,18.0360342
Kończyce,49.8507507,18.6255756
Końskie,51.1902037,20.422849
Końskowola,51.3984665,22.0483079
Kościan,52.0790462,16.6421269
Kościernica,54.0537661,16.0103931
Kościerzyna,54.1206668,17.994624
Koźla Kożuchowska,51.8724594,15.3188786
Koźlice,51.4510424,16.2329541
Koźmin Wielkopolski,51.8319671,17.4437518
Krajenka,53.2890825,16.9915365
Kraków Batowice,50.1075321,19.9954682
Kraków Bieżanów,50.0214492,20.0300095
Kraków Bonarka,50.0293189,19.9462275
Kraków Bronowice,50.0828929,19.8927105
Kraków Główny,50.0686663,19.947802
Kraków Lubocza,50.0905797,20.07464
Kraków Mydlniki,50.0835967,19.8596997
Kraków Mydlniki Wapiennik,50.091229,19.8444108
Kraków Nowa Huta,50.0905849,20.136692
Kraków Opatkowice,49.9884408,19.8985395
Kraków Podgórze,50.0411325,19.9594924
Kraków Prokocim,50.0265465,19.9988858
Kraków Płaszów,50.0345327,19.9754459
Kraków Sanktuarium,50.0141171,19.9343496
Kraków Sidzina,49.9855309,19.8746169
Kraków Swoszowice,50.0003673,19.9281054
Kraków Zabłocie,50.0481266,19.9574154
Kraków Złocień,50.0181057,20.0511101
Kraków Łagiewniki,50.0230861,19.9337391
Kraków Łobzów,50.0819615,19.9179042
Kramsk,52.2451849,18.4766921
Krasiejów,50.6683375,18.249405
Krasnystaw Fabryczny,51.0244189,23.1827257
Krasnystaw Miasto,50.9850354,23.1829473
Kraśnik,50.9295842,22.2831952
Krosno,49.6937173,21.7488961
Krosno Miasto,49.6825513,21.7730572
Krosno Odrzańskie,52.0318798,15.0939068
Krosno Polanka,49.7019251,21.7222345
Krosno Turaszówka,,
Krosnowice Kłodzkie,50.3922109,16.6368292
Krostkowo,53.1078012,17.2075201
Krotoszyn,51.7014082,17.4259448
Krośnice,51.4712011,17.3738925
Kruszyna,51.5798286,21.1789431
Krynica-Zdrój,,
Krynka Łukowska,52.0066666,22.3757764
Krzcięcice,50.587563,20.1406047
Krzemienica,50.0817384,22.1871616
Krzemionki,49.8407705,19.1151061
Krzepice,50.9691339,18.6971161
Krzepów,51.6452175,16.1330313
Krzeszna,54.2355578,18.0887489
Krzeszowice,50.1308972,19.6339658
Krzewie,52.2354639,19.166831
Krzymosze,52.1779775,22.4391764
Krzywda,51.7952727,22.2056436
Krzywin Gryfiński,53.0881553,14.4538519
Krzywizna,51.026146,18.2017595
Krzyż,52.8776425,16.0194221
Krzyżowa,50.7939188,16.530145
Królewo Malborskie,54.0372266,19.1171481
Krężel,51.8715148,21.1114313
Krężnica Jara,51.1531894,22.4663407
Książki,53.329983,19.0675367
Księginice,51.2422343,16.76381
Kubice,50.4757578,17.4428593
Kudowa-Zdrój,50.4298044,16.2440979
Kulice Tczewskie,53.8795091,18.6904982
Kundzin,53.4394826,23.5908597
Kunowice,52.3418192,14.6390664
Kunów,50.9678565,21.2953181
Kupienino,52.2573853,15.6140108
Kuriany,53.1112174,23.3213652
Kusięta Nowe,50.7778813,19.2615646
Kutno,52.2270739,19.3481878
Kuźnia Raciborska,50.2005179,18.2984938
Kuźnica (Hel),54.7362391,18.5766364
Kuźnica Białostocka,53.5119984,23.6424065
Kwiatki,53.5783596,18.4215479
Kwieciszowice,50.9242122,15.5036777
Kórnik,52.282072,17.1031943
Kąty Wrocławskie,51.0379927,16.7499748
Kędzierzyn-Koźle,50.3450593,18.2046067
Kędzierzyn-Koźle Azoty,,
Kędzierzyn-Koźle Przystanek,50.3506048,18.1545116
Kędzierzyn-Koźle Zachodnie,50.3466453,18.1314695
Kępa,50.6538422,22.0326153
Kępno,51.2918345,18.0009731
Kęszyce,52.1382426,20.1479978
Kętrzyn,54.0724948,21.3862371
Kęty,49.880666,19.2267688
Kęty Podlesie,49.8781966,19.1968156
Kłaj,50.0017237,20.3013956
Kłodawa,52.2273855,18.8905808
Kłodzko Główne,50.4513332,16.6567711
Kłodzko Miasto,50.4357859,16.6586112
Kłokowa,49.9531127,20.9571423
Kłomnice,50.9159863,19.3414573
Lachowice Centrum,49.7123512,19.4731414
Laliki,49.5229293,19.0049877
Lasek,49.4986106,19.9797929
Laski,52.0365937,15.3017813
Laski Lubuskie,52.4597354,14.7127738
Laski Odrzańskie,,
Laski Tucholskie,53.6662858,18.2080201
Laskowice Oleskie,50.8560656,18.0949047
Laskowice Pomorskie,53.4910465,18.4559143
Laskownica,52.9158754,17.2510652
Lasocice,51.8158978,16.4859752
Lasów,51.2251921,15.0350975
Lednogóra,52.4909192,17.3631455
Legionowo,52.4014565,20.9415879
Legionowo Przystanek,52.4112791,20.9143552
Legnica,51.2140928,16.1696549
Leokadia,51.7680268,21.6316698
Leopoldów,51.6682485,22.0125677
Lesiów,51.4793867,21.1937229
Lesko Łukawica,49.5054452,22.3354033
Leszczydół,52.6463276,21.4694902
Leszczyny,50.1397517,18.6176364
Leszno,51.845967,16.5654713
Leszno Górne,51.4668621,15.6160725
Letnica,51.889974,15.3188751
Lewickie,53.0283503,23.1248246
Lewin Brzeski,50.7581502,17.6153236
Lewin Kłodzki,50.4055371,16.2746913
Lewki,52.7302134,23.2115546
Leńcze,49.8920511,19.7299491
Leśnice,54.5141212,17.6691043
Leśniczówka,51.0495381,22.3566479
Leżajsk,50.2638262,22.4199891
Lichkov,50.0972682,16.6589782
Ligota Toszecka,50.4563015,18.463947
Ligowiec,52.4350895,17.0369863
Linkowo,54.0905415,21.2655243
Linowo,53.4111842,19.0331349
Lipa,50.689287,22.0681452
Lipce Reymontowskie,51.9052164,19.9430864
Lipienica,53.4463692,18.1125203
Lipinki,53.4639452,19.3172255
Lipinki Łużyckie,,
Lipińskie Małe,53.7363431,22.3975964
Lipka Krajeńska,53.4973139,17.2573362
Lipki,50.8982491,17.3725159
Lipno Nowe,51.918961,16.5705873
Lipowa Tucholska,53.7539307,18.1088728
Lipowa Śląska,50.7371016,17.4271259
Lipowe Pole,51.1552437,20.9010905
Lipusz,54.0967518,17.7803879
Lisewo,54.0929259,18.8257234
Lisie Pole,53.0222489,14.4506264
Lisów,50.7208436,18.791065
Lizawice,50.9722614,17.214393
Lotyń,53.5999291,16.7801356
Lubaczów,50.1658122,23.1257623
Lubajny,53.7000219,20.0268853
Lubania-Lipiny,,
Lubanice,51.6922486,15.1208567
Lubanie,52.7430046,18.9241433
Lubartów,51.4456443,22.6082467
Lubartów Lipowa,51.4642177,22.5995145
Lubartów Słowackiego,51.4732458,22.6052042
Lubaszowa,49.8653915,21.0371084
Lubań Śląski,51.1113578,15.2935413
Lubiewo,53.9156801,14.4153554
Lubin,51.3960505,16.1935499
Lubin Stadion,51.4083304,16.199074
Lublin AIRPORT,,
Lublin Główny,51.231292,22.5689637
Lublin Ponikwoda,51.266083,22.6059708
Lublin Północny,51.2422757,22.5995426
Lublin Zachodni,51.2189337,22.508927
Lublin Zadębie,51.2580227,22.6100597
Lublin Zemborzyce,51.1715012,22.5028874
Lubliniec,50.6731838,18.6900333
Lubnia,53.9356093,17.7423135
Luboń koło Poznania,52.3442196,16.8929038
Lubycza Królewska,50.3397838,23.5300758
Lubzina,50.0722455,21.5293798
Luciążanka,51.2772181,19.6481747
Lucynów,52.5532197,21.4592675
Ludwikowice Kłodzkie,50.6194857,16.4817911
Ludynia,50.8518711,20.1626707
Ludynia Dwór,50.8474283,20.1141411
Lusławice,50.7609031,19.3880188
Luzino,54.5669472,18.1025716
Lębork,54.5336204,17.7502364
Lębork Mosty,54.5500964,17.7929001
Lębork Nowy Świat,54.5454345,17.7344576
Lędziechowo,54.6452295,17.6816288
Machnacz,53.3314851,23.3179722
Majdan,51.1483852,22.4264672
Majdan Królewski,50.3789379,21.7252267
Majdan Królewski Podlasek,50.3628998,21.7366808
Majewo,53.8018664,18.6795051
Maksymilianowo,53.2145607,18.0294586
Maków Podhalański,49.7269257,19.6768811
Malbork,54.0359714,19.0431501
Malbork Kałdowo,54.0473638,19.0239691
Malczyce,51.2157553,16.4861387
Marcinkowo,53.6954576,20.6710772
Marcinków,51.0933343,20.9799841
Marcinowice Świdnickie,50.8768644,16.5868882
Marciszów,50.8514982,16.0076011
Markuszowa,49.8740403,21.7056871
Martiany,54.0266164,21.5167989
Masłońskie Natalin,50.6511154,19.2531938
Matysy,51.9399725,22.4937614
Maziły,50.4050595,23.3146337
Małaszewicze,52.0271383,23.5312551
Małdyty,53.921159,19.7356245
Małe Gacno,53.6099197,18.1095022
Małkinia,52.6943171,22.0337964
Małogoszcz,50.8502132,20.272798
Małomice,51.5496863,15.4469427
Małowice Wołowskie,51.4044231,16.4714106
Mańkowice,50.4891479,17.4770279
Medyka,49.8046066,22.9461348
Medyka Rozrządowa,49.794127,22.9102598
Medyka Towarowa,49.7861557,22.8839658
Mezimesti,50.6265578,16.2429861
Mełno,53.4369061,18.947402
Miasteczko Krajeńskie,53.0926241,17.0202274
Miasteczko Śląskie,50.4976088,18.9002346
Miały,52.8092598,16.1759279
Michalczew,51.8438815,21.1208851
Michalin,52.1482862,21.2245038
Miechów,50.3535965,20.0107404
Miedwiecko,53.3646173,14.9252161
Mienia,52.1493237,21.6871933
Mieroszów,50.6693093,16.1933497
Mierzęcin Strzelecki,52.9493839,15.832722
Mieszkowice,52.7817383,14.4858725
Mieszków,52.0231581,17.4405874
Mietków,50.9851285,16.6559473
Mika,51.6733447,21.7473889
Mikołajki Pomorskie,53.8497887,19.1582894
Mikołów,50.1728595,18.8992953
Mikołów Jamna,50.1942485,18.9231576
Mikłasze,52.7269011,23.3158808
Milanówek,52.1250226,20.6678061
Milcz,53.0424236,16.8568339
Milcza,49.6056211,21.9027386
Milejów,51.3553302,19.6757123
Milicz,51.5273812,17.2950351
Milik,49.3457897,20.8504697
Milówka,49.5550153,19.0935492
Milówka Zabawa,49.5400451,19.1027864
Minkowice,51.2173349,22.7640633
Minkowice Oławskie,51.0118022,17.4570716
Misie,51.9593226,22.6882562
Miąsowa,50.7194055,20.3651331
Międzyborów,52.063606,20.4824691
Międzybórz Sycowski,51.4010511,17.6529599
Międzylesie,50.14409,16.6549623
Międzyrzec Podlaski,51.9759905,22.7858401
Międzyrzecz,52.4451469,15.5931649
Międzyzdroje,53.9242439,14.4550784
Miękinia,51.1882529,16.7395994
Miłkowice,51.2555649,16.0546142
Miłobądz,54.1471326,18.7405274
Miłocin Lubelski,51.2689265,22.312265
Miłogoszcz,54.2053348,15.9089548
Mińsk Mazowiecki,52.1759715,21.5525422
Mińsk Mazowiecki Anielina,52.1677905,21.5855346
Mleczewo,53.9137425,19.1229124
Mockava,54.3282432,23.355681
Modlin,52.4439511,20.7049748
Modła,51.3756062,15.8135562
Mogilno,52.6585904,17.9461751
Mokra Wieś,52.4574545,21.4999296
Mokre,50.7079915,23.2053556
Mokronos Górny,51.0788759,16.9087418
Mokrz,52.7410152,16.2783425
Mokrzyca Wielka,53.8744379,14.5804285
Mordy,52.1959016,22.4969084
Mordy Miasto,52.2032491,22.5209989
Morze,52.7303321,23.4113238
Morzeszczyn,53.836734,18.6862241
Morzyca,53.2185805,15.1553346
Morąg,53.9190188,19.9228513
Morąg Kolonia,53.9098754,19.9457669
Mosina,52.2395809,16.8509514
Mostki,52.2689042,15.3957564
Mostówka,52.5190722,21.4420693
Moszczenica,51.5034799,19.7004196
Motycz,51.2214247,22.4235028
Motycz Leśny,51.2377944,22.3721635
Mońki,53.4022547,22.7968231
Mościsko Dzierżoniowskie,50.7721117,16.5801951
Mrozy,52.163992,21.800979
Mrozów,51.1836569,16.7939469
Mrzezino,54.6530081,18.4130307
Mszalnica,49.592876,20.8286281
Munina,49.9903288,22.7185464
Murowana Goślina,52.5750843,17.0157429
Muszyna,49.3456458,20.8933507
Muszyna Zdrój,49.3580229,20.8966605
Myszków,50.5743086,19.3288118
Myszków Mrzygłód,50.5440111,19.3770692
Myszków Nowa Wieś,50.5948329,19.2915394
Myszków Światowit,50.5655826,19.3597259
Mysłaków,52.0924122,20.0163267
Mysłowice,50.2378389,19.1416677
Mysłowice Brzezinka,50.1971369,19.1545344
Mysłowice Brzęczkowice,50.2132882,19.1470967
Mysłowice Kosztowy,50.170755,19.1622075
Myśliczyn,50.5256192,17.3282587
Mąkoszyce,50.939555,17.6310588
Męcka Wola,51.6091087,18.8466586
Mława,53.1261389,20.3509135
Mława Miasto,53.1087507,20.3640848
Młodów,49.4691923,20.6951035
Młyńsko,50.9895358,15.4504497
Mścice,54.2142832,16.0731846
Nadolice Małe,51.081793,17.2194695
Nadolice Wielkie,51.0798631,17.2508318
Najmowo,53.3067585,19.3217942
Nakło nad Notecią,53.1425693,17.6071694
Nakło Śląskie,50.4299172,18.9027965
Namysłów,51.0743908,17.717021
Namyślin,52.6781517,14.5704514
Nasielsk,52.5728113,20.7680833
Naterki,53.7462262,20.3766091
Nawra,53.2032024,18.4848945
Nałęczów,51.3180443,22.2131809
Nekla,52.3543793,17.4010747
Nicwałd,53.4597846,18.8799463
Nidzica,53.3579726,20.4139705
Niedoradz,51.8654598,15.6643151
Niedrzwica,51.1140498,22.3766144
Niedrzwica Kościelna,51.0797728,22.3637081
Niedźwiedź,50.204323,20.0809326
Niedźwiedź Wielkopolski,51.485947,17.8837268
Niegocin,54.0196517,21.7380325
Niemce,51.3626462,22.6465252
Niemojki,52.2587478,22.7015016
Nieszawa Waganiec,52.8030127,18.8701947
Nietkowice,52.0577958,15.3506409
Nietków,52.0258122,15.3437093
Niewodnica,53.0825979,23.0457628
Nisko,50.5142737,22.1403337
Niziny,49.878685,22.8618694
Nosówko,54.0925264,16.0523135
Nowa Dęba,50.4159085,21.739802
Nowa Grobla,50.0887949,22.9935856
Nowa Iwiczna,52.0912946,20.9952674
Nowa Ruda,50.5775651,16.4965611
Nowa Ruda Zdrojowisko,,
Nowa Sarzyna,50.3202373,22.3483908
Nowa Sucha,52.1614291,20.1722182
Nowa Sól,51.7989604,15.7087987
Nowa Wieś Cierpkie,54.0244943,19.6564458
Nowa Wieś Ełcka,53.7719586,22.3236706
Nowa Wieś Lęborska,54.5586158,17.721599
Nowa Wieś Wielka,52.9685059,18.0965381
Nowe Drezdenko,52.8537959,15.8339506
Nowe Dębe Wielkie,52.1933721,21.4402024
Nowe Kutnowskie,52.2377483,19.226612
Nowe Skalmierzyce,51.7080628,17.9979123
Nowiny,50.4491828,23.1413793
Nowiny Wielkie,52.6726521,15.0029376
Nowogard,53.6662947,15.1210508
Nowogród Bobrzański,51.8120021,15.2443592
Nowogród Osiedle,51.7950434,15.2255738
Nowosielce,49.562383,22.0856166
Nowy Bieruń,50.0729534,19.1855382
Nowy Dwór Mazowiecki,52.4252729,20.7240617
Nowy Las,50.3621132,17.4136556
Nowy Młyn,54.0663988,21.3275327
Nowy Nurzec,52.4725867,23.1768754
Nowy Sącz,49.6065321,20.7026731
Nowy Sącz Biegonice,49.5859481,20.6603857
Nowy Sącz Jamnica,49.5874811,20.7432764
Nowy Targ,49.4725781,20.0158605
Nowy Tomyśl,52.3041129,16.1331351
Nowy Zagórz,49.5211711,22.2591372
Nowy Łupków,49.2524172,22.0829553
Nowy Świętów,50.3776729,17.3695627
Nurzec,52.4600632,23.082982
Nysa,50.4776491,17.3419525
Nysa Wschodnia,50.4658497,17.3585986
Nędza,50.1563369,18.2916143
Nędza Wieś,50.1647143,18.3127058
Oborniki Wielkopolskie,52.6576641,16.8297469
Oborniki Wielkopolskie Miasto,52.6456555,16.8203328
Oborniki Śląskie,51.2996135,16.907326
Oborzyska Stare,52.110067,16.7004667
Obra Stara,51.8872906,17.4492919
Ociąż,51.7020528,17.9335518
Odolanów,51.574591,17.6677164
Ogrodniki,52.0008059,23.239602
Okmiany,51.2709452,15.7786078
Okonek,53.5201758,16.8305415
Okrzeja,51.7316231,22.135915
Okrąglica,51.4372011,15.1816157
Olesno Śląskie,50.8820722,18.4248341
Oleszyce,50.1571126,23.0366672
Oleśnica,51.2006267,17.3864167
Oleśnica Rataje,51.2165073,17.3646194
Olkusz,50.2742791,19.5714418
Olszanka,50.7951732,17.4776759
Olsztyn Dajtki,53.7657946,20.4383737
Olsztyn Gutkowo,53.8089438,20.4023057
Olsztyn Główny,53.7856553,20.4972517
Olsztyn Jezioro Ukiel,53.7836994,20.4496645
Olsztyn Likusy,53.7895176,20.4449467
Olsztyn Redykajny,53.7965237,20.4353208
Olsztyn Zachodni,53.7787258,20.4691011
Olsztyn Śródmieście,53.7827386,20.4825727
Olsztynek,53.5845081,20.2948244
Olszyna Lubańska,51.06969,15.3806451
Olszyny,53.5538294,21.1062698
Olza,49.9600811,18.3381385
Opalenica,52.3097374,16.4003069
Opatówek,51.7433692,18.2274685
Opoczno,51.3728629,20.2715067
Opoczno Południe,51.3591831,20.2324376
Opole Borki,50.7425203,17.8821606
Opole Chmielowice,50.6446555,17.8668044
Opole Czarnowąsy,50.7164289,17.9031749
Opole Gosławice,50.6734335,17.9874787
Opole Groszowice,50.6364185,17.9548461
Opole Grotowice,50.609688,17.9760175
Opole Główne,50.6616475,17.9272072
Opole Wschodnie,50.6743766,17.9345119
Opole Zachodnie,50.6608418,17.8984397
Orlanka,52.726926,23.348457
Orzechowicze,52.8108063,23.1587625
Orzesze,50.1543853,18.7776893
Orzesze Jaśkowice,50.1447994,18.740753
Orzesze Miasto,,
Orzeszkowo,52.6823227,23.5341854
Orzeszków,51.3938906,16.50824
Osetnica,51.2618175,15.8473351
Osie,53.5937036,18.3471626
Osielec,49.6749774,19.755781
Osola,51.3383104,16.8656407
Osowiec,53.472892,22.6568336
Osowiec Przystanek,50.7529631,18.0434266
Ostromecko,53.1438519,18.2145142
Ostrowie Biebrzańskie,53.7196003,23.2440694
Ostrowiec Świętokrzyski,50.9329872,21.3796571
Ostrowite koło Jabłonowa,53.4331241,19.2672606
Ostrowy,52.2990366,19.1919623
Ostrołęka,53.0561608,21.6171129
Ostrzeszów,51.4295172,17.9405633
Ostróda,53.6995755,19.9508577
Ostrów Wielkopolski,51.6492287,17.8052356
Ostrów koło Radymna,49.954119,22.7843173
Ostrówek Węgrowski,52.5596947,21.7507267
Ostrówki koło Chodzieży,52.9340659,16.9262693
Otmice,50.5511594,18.1241601
Otmuchów,50.4741317,17.1525631
Otoczna,52.3253308,17.6915145
Otusz,52.3466915,16.5973943
Otwock,52.1095585,21.2630951
Otłoczyn,52.9127123,18.6926443
Owińska,52.5114361,16.987596
Ozimek,50.6699766,18.2093158
Ozorków,51.9724986,19.2659337
Ozorków Nowe Miasto,51.9589027,19.2696017
Oława,50.9307485,17.2974306
Oświęcim,50.0417378,19.1999186
Ożarów Mazowiecki,52.2074095,20.7964405
Pabianice,51.6609304,19.3249765
Pacholęta,53.1712205,14.4714457
Paczkowo,52.397001,17.1582163
Paczków,50.4784247,17.0110551
Paczyna,50.4122216,18.5719614
Pakosławice,50.545289,17.3533194
Palędzie,52.3745525,16.7488907
Pamiątkowo,52.5536744,16.6850581
Panki,50.8966788,18.7484949
Papowo Toruńskie,53.0684825,18.6938551
Parczew,51.6262047,22.8716065
Parczew Kolejowa,51.6345824,22.8810021
Parkowo,52.7081832,16.9150227
Parlin,53.3705998,18.2691021
Parzniew,52.1564582,20.7631405
Parłówko,53.845684,14.7491804
Pasieki,52.8539741,21.5605238
Pasikurowice,51.2089611,17.1096101
Pasym,53.6322769,20.7645938
Pasłęk,54.0555905,19.6564508
Patków,52.2708971,22.7454902
Pawonków,50.6807074,18.5680338
Pawłów Wielkopolski,51.4218494,17.6547216
Pawłówek,53.1521834,17.8561161
Pałecznica,51.4903854,22.6589533
Pelplin,53.9269222,18.707277
Perkowice,51.9966004,23.2799704
Petrykozy,51.2955197,20.3633991
Pełkinie,50.0477476,22.6117221
Piasecznica,52.2100168,20.344358
Piaseczno,52.0665292,21.0172915
Piasek,50.0126079,18.9401765
Piastoszyn,53.6209737,17.7297858
Piastów,52.1825327,20.8425912
Piechowice,50.8517025,15.5914852
Piechowice Dolne,50.8503917,15.6168746
Pieczyska,51.2851561,18.2203811
Piekoszów,50.8706552,20.447284
Pierwoszów Miłocin,51.2552194,17.0989112
Pierzchno,52.2633303,17.1573486
Pierzyska,52.5056822,17.4826237
Pierściec,49.8304442,18.8133522
Piesienice,53.9650206,18.3956491
Pietrzykowice Żywieckie,49.7099014,19.1720786
Pieńsk,51.2452131,15.0468919
Pikus,53.6559614,19.7370043
Pilawa,51.9559631,21.5333322
Pilchów,50.6167561,22.0268935
Pinczyn,53.9622331,18.3483343
Pionki Zachodnie,51.4719333,21.4412572
Piotrków Kujawski,52.5377739,18.5194706
Piotrków Trybunalski,51.4104653,19.6846413
Pisz,53.6318052,21.793242
Pisz Wschodni,53.6273499,21.8310634
Piwniczna,49.4316718,20.7177333
Piwniczna-Zdrój,49.440639,20.7173704
Piła Główna,53.1429271,16.7445507
Piła Kalina,53.1014068,16.7878334
Platerów,52.3011598,22.8211063
Pleszew,51.8925872,17.7322175
Pliszka,52.2047612,15.0166935
Pludry,50.6647518,18.4700911
Pobiedziska,52.4793001,17.2778502
Pobiedziska Letnisko,52.4742927,17.2397514
Podbiele,52.6917948,23.2104692
Podborsko,53.9340303,16.1388005
Podlasek,53.5580586,22.5347216
Podlesie,50.7649503,19.6035627
Podlesiec,52.9362891,15.877874
Podolany,49.898213,19.7534202
Podstolice,52.3414022,17.4815393
Podzamcze,51.2096811,22.7874155
Podłęże,50.0183056,20.1686562
Pogorzel Warszawska,52.0946963,21.340558
Pogorzel Wielka,53.7071973,22.149859
Pogorzelice,54.5039354,17.6419604
Pogwizdów,49.8066711,18.5976048
Pokrzywnica,50.343886,18.0795633
Polanica-Zdrój,,
Polichna Kraśnicka,50.8310601,22.3064774
Policzna,52.5890519,23.4233514
Pomiechówek,52.4733014,20.7433801
Popielów,50.8295577,17.7624114
Poraj,50.6843363,19.2093257
Porażyn,52.3022822,16.2868579
Poronin,49.3432232,20.0035237
Porosiuki,52.0118408,23.0622527
Potok,50.6173329,20.1964017
Potok Kraśnicki,50.7964418,22.1632222
Potęgowo,54.4851812,17.4856226
Powroźnik,49.3681641,20.9397752
Poznań Antoninek,52.409561,17.0284965
Poznań Dębiec,52.3681804,16.9010752
Poznań Dębina,52.3734621,16.9106138
Poznań Garbary,52.4164409,16.9368434
Poznań Górczyn,52.38069,16.8797367
Poznań Główny,52.4016269,16.9115788
Poznań Junikowo,52.3778621,16.8254704
Poznań Karolin,52.4384218,16.9814064
Poznań Krzesiny,52.3416969,16.9755354
Poznań Podolany,52.4476179,16.8805455
Poznań Starołęka,52.3662312,16.9342759
Poznań Strzeszyn,52.4607152,16.8654899
Poznań Wola,52.4336002,16.8501069
Poznań Wschód,52.4182197,16.971483
Prabuty,53.7585393,19.2099719
Prabuty Góry,52.8063818,21.5699234
Promno,52.4716837,17.2148304
Prostki,53.6951398,22.4317785
Prostyń,52.6592661,21.9610673
Pruchna,49.8787706,18.6883636
Prudnik,50.3291762,17.5776593
Pruszcz Gdański,54.2572262,18.6469706
Pruszcz Pomorski,53.3341179,18.1985444
Pruszków,52.1682638,20.7990569
Przebędowo,52.5834446,17.0233939
Przecza,50.7329841,17.667758
Przedmoście Święte,51.190497,16.6646025
Przemyśl Główny,49.7837223,22.7778447
Przemyśl Zasanie,49.7934749,22.7737284
Przeradz,53.7702435,16.5370751
Przetycz,52.7690624,21.5511326
Przeworsk,50.0670608,22.505303
Przybówka,49.7987893,21.6474489
Przygodzice,51.5699571,17.8299969
Przysieczyn,52.7536907,17.1839701
Przysieka Stara,52.036247,16.6043406
Przytkowice,49.8965368,19.6799283
Przywory Opolskie,50.5816022,17.9890707
Przyłubie,53.0497449,18.3242696
Pszczyna,49.974984,18.9534358
Pszczółki,54.1745808,18.7016997
Pszenno,50.8561015,16.5302463
Ptaszkowa,49.6033821,20.8816083
Ptaszkowo,,
Ptusza,53.364651,16.7840208
Puck,54.7148824,18.4086265
Pustków Żurawski,50.9541744,16.8573248
Puszczykowo,52.2959107,16.8712853
Puszczykówko,52.2723056,16.8637101
Pułankowice,50.9590837,22.306388
Puławy,51.4104568,22.0114222
Puławy Azoty,51.4750247,21.9490895
Puławy Chemia,51.4465088,21.9682653
Puławy Miasto,51.4277854,21.9842322
Pyskowice,50.3838426,18.6190932
Pyzówka,49.5210367,19.9604718
Pątnów Wieluński,51.1597453,18.6335214
Pęckowo,52.6642563,16.4888302
Pęgów,51.2471851,16.9271182
Pępowo Kartuskie,54.3666953,18.4014002
Pławna,49.7550126,20.9509554
Płochocin,52.2000567,20.7019919
Płociczno koło Suwałk,54.0383328,22.9488043
Płock,52.5527316,19.7126913
Płoty,53.8082446,15.2613164
