station,lat,lon
Płytnica,53.2949779,16.7506089
Raba Wyżna,49.5657148,19.8818289
Rabka-Zdrój,49.6093501,19.9518717
Racewo,53.4974481,23.4846636
Racibory,52.9290158,22.7099944
Racibórz,50.0903312,18.2263782
Racibórz Markowice,50.1132299,18.270162
Racławice Śląskie,50.3121016,17.7606123
Racławki,53.6682076,17.6539216
Radkowice,50.7802204,20.5284185
Radliczyce,51.7232566,18.3500285
Radlin Obszary,50.0412504,18.4946733
Radnica,52.0900365,15.2691688
Radom Gołębiów,51.4122751,21.1879639
Radom Główny,51.3909217,21.1553821
Radom Południowy,51.3494792,21.1011097
Radom Północny,51.4195991,21.1865047
Radom Stara Wola,51.4392705,21.1848471
Radomsko,51.0745339,19.4376128
Radomyśl,52.0311909,22.3810282
Radymno,49.939721,22.8283212
Radziechowy Wieprz,49.6473213,19.1639249
Radzionków,50.4088286,18.9149136
Radzionków Rojca,50.3966027,18.9009654
Radziszów,49.9177493,19.8091978
Radziszów Centrum,49.9369203,19.8068826
Radziwiłłów Mazowiecki,52.0003323,20.2904767
Radzyń Podlaski,51.8271136,22.6688263
Radów,52.4318892,14.7424121
Rajcza,49.5171209,19.1122173
Rajcza Centrum,49.5068919,19.1006106
Rajsk,52.8439165,23.1411311
Rakoniewice,52.1388356,16.2652941
Ramiszów,51.1931981,17.0983438
Raszowa,50.3885886,18.1603495
Raszówka,51.3022101,16.181734
Rawicz,51.6092258,16.8393481
Reblino,54.4306598,16.9182264
Recz Pomorski,53.2706459,15.5614283
Recław,53.8452804,14.6435034
Reda,54.59495,18.353264
Reda Pieleszewo,54.6026799,18.3176103
Reda Rekowo,54.6319745,18.3636073
Redaki,53.6710483,19.4082257
Rejowiec,51.1176992,23.238267
Reptowo,53.3724541,14.8633287
Rogalice,50.9634035,17.5979943
Rogoźnica,51.0146095,16.3017005
Rogoźnica koło Rzeszowa,50.1168561,21.9688852
Rogoźno Wielkopolskie,52.7546243,16.9718117
Rogów,51.8179312,19.8860058
Rogów Sobócki,50.9341408,16.7591364
Rogóżno koło Łańcuta,50.0835725,22.362513
Rokiciny,51.6675458,19.780676
Rokiciny Podhalańskie,49.5786558,19.90588
Rokietnica,52.5110093,16.7555149
Rokita,53.7665485,14.8548624
Rokitki,51.3354313,15.8932471
Rokitnia Stara,51.6120199,21.7982828
Ropczyce,50.0783583,21.5798601
Ropczyce Witkowice,50.0772522,21.6282313
Rosochatka,53.7054007,18.1146218
Rostarzewo,52.1350298,16.2072226
Roszkowo Wągrowieckie,52.7087447,17.1762878
Rozedranka,53.3590109,23.365454
Rozprza,51.3015856,19.6601416
Roztoki Bystrzyckie,50.1876458,16.6657548
Rożki,51.3388407,21.0540748
Rożnowo,52.6789246,16.8712417
Ruchocice,52.1774264,16.3421418
Ruciane-Nida,53.6488553,21.5636568
Ruciane-Nida Zachód,,
Ruda,53.5893175,22.5206939
Ruda Białaczowska,51.2623613,20.3823473
Ruda Chebzie,50.3039358,18.877762
Ruda Talubska,51.8528534,21.58977
Ruda Wielka,51.3023641,21.044062
Ruda Śląska,50.3159215,18.8505569
Rudawa,50.1188183,19.7193337
Rudna Gwizdanów,51.5293314,16.2808668
Rudna Miasto,51.506068,16.2701003
Rudna Wielka,50.0811344,21.9414971
Rudnik,51.2876442,22.622535
Rudnik nad Sanem,50.4357524,22.2491867
Rudniki koło Częstochowy,50.8782089,19.2322503
Rudyszwałd,49.9403201,18.3032254
Rudzienice Suskie,53.6385641,19.6694883
Rumia,54.5691391,18.3866641
Rumia Janowo,54.5591342,18.4053977
Runowo Pomorskie,53.5557588,15.5294538
Rurka,53.4935696,14.7958721
Rusinowice,50.6490102,18.7637727
Ruskie Piaski,,
Ruszów,51.401063,15.1766348
Rutkowice,52.3614625,19.1590995
Rybienko,52.5822066,21.4583808
Rybnica,50.9104773,15.6458441
Rybnik,50.0889081,18.547546
Rybnik Niedobczyce,50.0664565,18.4946596
Rybnik Niewiadom,50.0693711,18.4692579
Rybnik Paruszowiec,50.1027883,18.5656133
Rybnik Rymer,50.0562133,18.4971621
Rybnik Towarowy,50.0666138,18.5153637
Rycerka,49.4988473,19.0818761
Rychnowo Wielkie,53.1422824,18.8138237
Rydułtowy,50.0690055,18.4259766
Rydzyna,51.7712587,16.6464219
Ryki,51.6063421,21.9221638
Rykoszyn,50.8681814,20.3788822
Rynarcice,51.4730431,16.227585
Rynkowo Wiadukt,53.152055,18.0053934
Rypin,53.0685895,19.4276249
Rytel,53.7482309,17.7251246
Rytel Wieś,53.7605284,17.7731967
Rytro,49.4863481,20.6802285
Rzeczyca,50.8399415,22.2081809
Rzeczyca-Kolonia,,
Rzepedź,49.371741,22.1120516
Rzepin,52.3499173,14.8152866
Rzerzęczyce,50.897353,19.3284143
Rzeszotary,51.250263,16.1661555
Rzeszów Główny,50.0432134,22.0058076
Rzeszów Miłocin,50.0756228,21.9872147
Rzeszów Osiedle,50.0225878,21.9777599
Rzeszów Staroniwa,50.038491,21.9897333
Rzeszów Zachodni,50.0534458,21.9942049
Rzeszów Załęże,50.0585326,22.0693278
Rzeszów Zwięczyca,50.0059268,21.957168
Rzezawa,49.9847881,20.5151604
Rzozów,49.9456881,19.8043671
Różanystok,53.6230313,23.3924441
Różyny,54.2114895,18.6621988
Rąbino,53.869412,15.9523557
Rębiechowo,54.3887311,18.4216153
Rębiszów,50.9482194,15.456031
Rębusz,53.0531047,15.5919467
Sabinka,52.1731502,22.1726362
Sadowice Wrocławskie,51.0560102,16.8246851
Sadowne Węgrowskie,52.6053167,21.8585073
Sadurki,51.2862759,22.2844076
Samborowo,53.6718417,19.8207355
Samostrzel,53.12773,17.4337935
Sandomierz,50.6602949,21.7652498
Sanok,49.5527732,22.2114867
Sanok Dąbrówka,49.5690608,22.1594931
Sanok Miasto,49.5559375,22.1985854
Santok,52.7427788,15.4149377
Sarbiewo,52.8189618,15.5451274
Sarnaki,52.3251147,22.8794989
Sarnów,51.8428429,22.2958669
Serock,53.3610452,18.0897326
Seroki,52.196476,20.4675803
Sidra,53.5447767,23.4469991
Siechnice,51.0382566,17.1425423
Siedlce,52.1619594,22.2715732
Siedlce Wschodnie,52.1443602,22.2978312
Siedlce Zachodnie,52.1735179,22.2355139
Siedlec Trzebnicki,51.2336489,17.1188187
Siedliska Tomaszowskie,50.2615995,23.5543712
Siedliska koło Tuchowa,49.8605481,21.0193363
Siemiatycze,52.3907594,22.9447052
Sieniawa,49.5389829,19.9225368
Sieniawa Żarska,,
Sieradz,51.5976548,18.7136441
Sieradz Męka,51.6151724,18.7765671
Sieradz Warta,51.6030132,18.7303652
Sieraków Śląski,50.798823,18.5936025
Sierpc,52.8478622,19.653921
Sierpów,52.0189258,19.2221665
Silno,53.6441717,17.693352
Sitkówka Nowiny,50.8182527,20.5502925
Sitno,51.9857752,22.8659931
Sitowa,51.3389505,20.3244279
Siódmak,53.524534,20.9715815
Skalmierz,51.6972854,18.4302591
Skarżysko Kościelne,51.1221528,20.9176662
Skarżysko Milica,51.1080901,20.8505854
Skarżysko Zachodnie,51.1004358,20.8595709
Skarżysko-Kamienna,51.1161696,20.8821942
Skawa,49.6308442,19.8795231
Skawa Środkowa,49.6125553,19.9004584
Skawina,49.9773831,19.8231533
Skawina Jagielnia,49.9812125,19.84144
Skierniewice,51.9672793,20.1502998
Skierniewice Rawka,51.9775852,20.2213044
Skoczów,49.7933641,18.7899718
Skoczów Bajerki,49.7987323,18.8011749
Skoki,52.674211,17.1620316
Skoki - Borowa,51.5401372,21.8484147
Skokowa,51.3870459,16.8489048
Skoroszyce,50.5932399,17.3750628
Skorzewo,54.1648727,17.9809284
Skowarcz,54.1850526,18.6824389
Skrzynki,51.6021945,19.9669659
Smardy,50.9922429,18.1443157
Smardzew,51.8709783,19.4674785
Smardzów Wrocławski,51.0306256,17.0661408
Smolec,51.0715937,16.8819566
Smroków,50.274704,20.0466789
Smętowo,53.747959,18.6858934
Sobków,50.731303,20.4306276
Sobolew,51.7416616,21.6724904
Sobótka,50.9052765,16.7402431
Sobótka Zachodnia,50.9078368,16.7007723
Sobów,50.5922673,21.7356718
Sochaczew,52.2150468,20.2386642
Sokole Białostockie,53.0862218,23.5112116
Sokołowo Budzyńskie,52.8377563,16.9693932
Sokule,51.9979293,22.9572073
Sokółka,53.4031557,23.5066903
Solec Kujawski,53.0782444,18.2258941
Solec Wielkopolski,52.1097422,17.3195972
Solniki Wielkie,51.1540102,17.4938316
Somonino,54.2700924,18.1929812
Sopot,54.4400543,18.5623213
Sopot Kamienny Potok,54.4576401,18.5535799
Sopot Wyścigi,54.4312893,18.5652352
Sosnowe,52.175894,21.9406414
Sosnowiec Dańdówka,50.2654342,19.1731545
Sosnowiec Główny,50.27895,19.1263859
Sosnowiec Kazimierz,50.2881604,19.2317124
Sosnowiec Porąbka,50.2720968,19.2162721
Sosnowiec Południowy,50.2697299,19.1253609
Sowczyce,50.845887,18.5016873
Sowin,50.5555071,17.6090787
Sołtyków,51.1379985,20.690917
Sośnica Jarosławska,49.9015592,22.8515087
Sośnie Ostrowskie,51.4715395,17.6394539
Spychowo,53.591276,21.3550152
Spławie,52.2577115,18.0910722
Stalowa Wola,50.5623219,22.061035
Stalowa Wola Centrum,50.570227,22.0550645
Stalowa Wola Charzewice,50.6031517,22.0251942
Stalowa Wola Południe,50.5449264,22.0788926
Stalowa Wola Rozwadów,50.5913352,22.0419635
Staniszcze Małe,50.6642913,18.3188287
Stanisławice,49.9916622,20.3557439
Staniątki,50.0106477,20.2066857
Stanowice,50.930104,16.3745786
Stara Kamienica,50.9139896,15.5659104
Stara Wieś,52.0842594,21.3587966
Stara Łubianka,53.2319275,16.7053692
Starachowice,51.0515289,21.0580507
Starachowice Michałów,51.0150128,21.1084547
Starachowice Wschodnie,51.0419091,21.0787913
Starczów,50.5633556,16.9467303
Stare Berezowo,52.7318909,23.4535852
Stare Bielice,52.8534477,15.9217831
Stare Bojanowo,51.9959795,16.5849701
Stare Drzewce,51.7766045,16.195565
Stare Guty,53.6139448,21.924758
Stare Jabłonki,53.6912864,20.093359
Stare Kurowo,52.8544195,15.6776753
Stare Olesno,50.9155315,18.3749548
Stare Pole,54.05334,19.2056865
Stargard,53.339557,15.031126
Starogard Gdański,53.977148,18.5257736
Staropole Częstochowskie,50.7647169,19.5288669
Stary Grodków,50.6502421,17.377717
Stary Klukom,53.1319812,15.4550154
Stary Sącz,49.5596814,20.6433212
Stary Węgliniec,51.3076212,15.1951737
Stasin Polny,51.2132592,22.4736992
Staszów,,
Staw Kunowski,51.0052798,21.2456584
Stawiguda,53.650716,20.4075789
Steknica,54.7148976,17.5822762
Sterkowiec,49.9939482,20.6793729
Sterławki Małe,54.0117257,21.6464753
Sterławki Wielkie,54.0151049,21.5749245
Stogi Malborskie,54.0639673,18.9689952
Stok Lacki,52.1615892,22.3865124
Strabla,52.9015682,23.113327
Stramnica,54.1548959,15.6501165
Strażów,50.0674241,22.1145204
Stronie,49.8336147,19.6690954
Stronno,53.2857228,18.0592242
Strykowo Poznańskie,52.2435086,16.6138641
Stryków,51.9105816,19.5934226
Stryszów,49.8255815,19.62187
Strzałkowo,52.3106824,17.8058597
Strzebielino Morskie,54.5628928,18.028786
Strzegom,50.9745685,16.3589469
Strzelce Krajeńskie Wschód,52.8366823,15.5843095
Strzelce Kujawskie,52.3229173,19.3687984
Strzelce Opolskie,50.5167998,18.3063002
Strzelin,50.7842124,17.0602369
Strzyżyna,51.6936451,21.1727008
Strzyżyno Słupskie,54.4910505,17.3731999
Strzyżów nad Wisłokiem,49.8692459,21.8019518
Stróże,49.6548458,20.9761298
Studzianki Nowe,52.5378241,20.7514983
Styków Iłżecki,51.0108605,21.1513734
Stąporków,51.1433022,20.5748637
Stęszew,52.2802602,16.709436
Subkowy,53.9861304,18.7535814
Subkowy Centrum,54.0024999,18.7607226
Sucha Beskidzka,49.7406266,19.5807161
Sucha Beskidzka Zamek,49.7433887,19.6033988
Sucha Żyrardowska,52.0228796,20.3593707
Suchatówka,52.9103727,18.4800328
Suchedniów,51.0465577,20.8496965
Suchedniów Północny,51.0652814,20.8491495
Suchowolce,52.6173646,23.2836472
Suchy Bór Opolski,50.6572524,18.0368525
Sulejówek,52.2477432,21.2771058
Sulejówek Miłosna,52.2406542,21.2986542
Sulów,50.9053964,22.3332742
Sulęcinek,52.1386953,17.3088147
Sumina,50.1369801,18.4014853
Sumina Wieś,50.1218677,18.4105622
Surochów,50.0126317,22.7688743
Susiec,50.4160165,23.2271695
Susz,53.7111752,19.3291352
Suszka,50.5308079,16.8241793
Suwałki,54.1058765,22.9452519
Sułkowice,51.9269616,21.0923549
Swarożyn,54.0380451,18.6561771
Swarzewo,54.75259,18.3824283
Swarzędz,52.4042271,17.0740709
Swędów,51.9061036,19.5406034
Sycze,52.4292175,22.9984338
Szachy,51.9917193,22.910551
Szadkowice,51.4196465,20.1684603
Szaflary,49.4403437,20.0171168
Szaflary Wieś,49.4233997,20.0190341
Szamotuły,52.6019863,16.5883725
Szaniawy,51.9468075,22.5440432
Szarów,50.0095164,20.256743
Szastarka,50.853323,22.3318351
Szczaniec,52.2643757,15.6939492
Szczawne Kulaszne,49.4072176,22.1429552
Szczawno - Ciemnice,,
Szczebrzeszyn,50.6705338,22.9726117
Szczecin Dąbie,53.3913468,14.6704623
Szczecin Główny,53.4182413,14.5494069
Szczecin Podjuchy,53.3605502,14.5865928
Szczecin Port Centralny,53.4131022,14.5660693
Szczecin Załom,53.4287349,14.7422476
Szczecin Zdroje,53.3788244,14.636904
Szczecin Zdunowo,53.3832805,14.7628353
Szczecinek,53.6938225,16.7055139
Szczecinek Chyże,53.7184371,16.696577
Szczedrzykowice,51.2151503,16.35038
Szczepanowice,50.301151,20.0246598
Szczepanów,50.8983623,16.6251512
Szczepki,53.9668791,22.9845356
Szczytna,50.4083659,16.4497865
Szczytno,53.5602427,20.9966326
Szebnie,49.7561087,21.6155847
Szepietowo,52.8700412,22.5410554
Szeroki Bór,53.6397829,21.6994493
Szewce,51.2157095,16.9544591
Szewnica,52.4833294,21.5632998
Szklarska Poręba Dolna,50.8483578,15.5569553
Szklarska Poręba Górna,50.8326565,15.5187155
Szklarska Poręba Średnia,50.8384681,15.5399788
Szlachta,53.7628915,18.1197385
Szreniawa,52.3177927,16.8008044
Szybowice,50.344592,17.4811159
Szydłowiec,51.2079964,20.9234453
Szydłów,50.6060405,17.7050638
Szydłów Centrum,50.6052567,17.7183013
Szymankowo,54.0729169,18.926568
Szymany Lotnisko,53.4888854,20.9474684
Szymbory,52.8924322,22.6046366
Szymiszów,50.5282522,18.2244774
Szymocice,50.151106,18.3496721
Sól,49.4946374,19.0507018
Sól Kiczora,49.5171635,19.0313147
Sątopy,52.3032956,16.2035186
Sątopy-Samulewo,,
Sędzice,51.6288941,18.5700068
Sędziszów,50.5658817,20.0548996
Sędziszów Małopolski,50.0754413,21.6928596
Sędzisław,50.8134159,16.0698493
Sława Wielkopolska,52.6345955,17.1439686
Sławki,54.2574065,18.1763676
Sławków,50.2949248,19.3746476
Sławno,54.3556672,16.6696333
Słomianka,51.4018172,20.2037482
Słomniki,50.2486527,20.0640012
Słomniki Miasto,50.235873,20.0763665
Słonice,53.0907283,15.5184841
Słotwiny,51.7226079,19.8386994
Słowienkowo,54.2071546,15.9412396
Słubice,52.3358395,14.5947386
Słupca,52.2874158,17.8520524
Słupia,51.2518822,18.0414521
Słupsk,54.4678168,17.0163242
Taczanów,51.8409612,17.7561366
Tarchały Wielkie,51.5869871,17.701462
Targowiska,49.6495249,21.8218508
Tarnobrzeg,50.5678165,21.6961934
Tarnowiec,49.7362492,21.5778774
Tarnowiec Brzeski,50.9138886,17.6522238
Tarnowo Rogozińskie,52.8032354,16.9753756
Tarnowska Wola,50.4515952,21.7357423
Tarnowskie Góry,50.4460325,18.8644041
Tarnów,50.0053772,20.9748532
Tarnów Mościce,50.0064478,20.9257848
Tarnów Opolski,50.5720426,18.0778285
Tarzymiechy,50.8545719,23.1220821
Tarło,51.5064179,22.6865643
Tczew,54.0972478,18.7897812
Teresin Niepokalanów,52.2022073,20.4163976
Terespol,52.0740979,23.6013781
Terespol Pomorski,53.4095061,18.3513842
Tleń,53.6143929,18.2663476
Tomaszów Bolesławiecki,51.2860811,15.6800731
Tomaszów Mazowiecki,51.5469372,20.0336231
Topola-Osiedle,51.6128545,17.7619041
Toporów,52.2602013,15.2611547
Topór,52.5845746,21.811978
Toruń Czerniewice,52.9746537,18.6741753
Toruń Główny,53.0001062,18.6146297
Toruń Kluczyki,52.9900153,18.5783676
Toruń Miasto,53.0123138,18.6197194
Toruń Wschodni,53.0264709,18.6334589
Torzym,52.3124364,15.0595084
Toszek,50.4417146,18.5132578
Tołkiny,54.1173781,21.2356383
Trakiszki,54.2394528,23.2080095
Trawniki,51.1363715,22.9925855
Troszyn,53.8441619,14.7172873
Trypucie,53.0708294,23.0249055
Trzciana,50.0786088,21.8390984
Trzcianka,53.032931,16.4651147
Trzciniec,53.0858024,17.9480419
Trzcińsko,50.8832177,15.872031
Trzebaw Rosnówko,52.2964794,16.7671189
Trzebiatów,54.0603225,15.2775516
Trzebinia,50.1540182,19.4531632
Trzebnica,51.3040435,17.0632874
Trzemeszno,52.569871,17.8178353
Tuchola,53.5835933,17.8606117
Tuchów,49.8920631,21.0563042
Tuczno Krajeńskie,53.2189875,16.1754038
Tumlin,50.9674642,20.6021604
Tunel,50.4335314,19.9912127
Tuplice,51.671637,14.837212
Tuplice Dębinka,,
Turbia,50.6177994,21.972637
Turowo Pomorskie,53.6472607,16.7231701
Turzno,53.1007764,18.7364633
Turzno Kujawskie,52.8333971,18.7812253
Turzynów,52.2304703,19.0258668
Turów,50.7683869,19.3171916
Tułowice,50.5981708,17.649456
Tuły,50.8747286,18.1001145
Twarda Góra,53.6824769,18.6715195
Twardawa,50.3471329,17.9988609
Twardogóra,51.360263,17.4677429
Tychowo,53.92148,16.235068
Tychy,50.1357681,18.9641781
Tychy Aleja Bielska,50.117337,18.9823778
Tychy Grota Roweckiego,50.1141544,18.9860432
Tychy Lodowisko,50.1077384,19.0008785
Tychy Zachodnie,50.1211508,18.9787851
Tychy Żwaków,50.1100675,18.9531674
Tymień,54.2053705,15.8447314
Tłoki,52.1163556,16.172295
Tłuszcz,52.430439,21.4337187
Ubocze,51.0563184,15.4200276
Uherce,49.4654443,22.399967
Uhowo,53.0040195,22.9082822
Unieszewo,53.7290334,20.299749
Unisław Pomorski,53.2061787,18.3826938
Unisław Śląski,50.7110555,16.2242304
Urle,52.5073413,21.6222392
Ustanówek,51.996781,21.0600715
Ustka,54.578723,16.8608878
Ustronie Morskie,54.2005031,15.7492213
Wadowice,49.8853687,19.5016523
Wadowice Osiedle Podhalanin,49.8878256,19.4822121
Walawa,49.8626177,22.8571536
Waliły,53.1081538,23.6511505
Wandzin,51.3984808,22.6298966
Waplewo,53.5112827,20.355646
Wargowo,52.5842677,16.822766
Warka,51.793179,21.1693509
Warka Miasto,51.7811364,21.1774457
Warkocz,50.8293957,17.0463081
Warlubie,53.5890777,18.6231618
Warnowo,53.9283411,14.5352393
Warszawa Aleje Jerozolimskie,52.2057259,20.9411849
Warszawa Anin,52.212993,21.1599414
Warszawa Centralna,52.2288207,21.00316
Warszawa Choszczówka,52.3577057,20.9723613
Warszawa Dawidy,52.1285606,20.9911229
Warszawa Falenica,52.1620483,21.2106772
Warszawa Gdańska,52.2590955,20.9923588
Warszawa Gocławek,52.2371411,21.1354095
Warszawa Gołąbki,52.2084204,20.8642041
Warszawa Grochów,52.2536969,21.101828
Warszawa Grochów Grc,,
Warszawa Główna,52.2252007,20.9857491
Warszawa Jeziorki,52.1103103,20.9931266
Warszawa Lotnisko Chopina,52.1696272,20.9752099
Warszawa Miedzeszyn,52.1726622,21.2002174
Warszawa Międzylesie,52.2039216,21.168978
Warszawa Mokry Ług,52.2772783,21.1704615
Warszawa Ochota,52.2257629,20.990552
Warszawa Okęcie,52.1661431,20.9873566
Warszawa Olszynka Grochowska,52.2497745,21.1068857
Warszawa Podskarbińska,,
Warszawa Powiśle,52.2337064,21.0281295
Warszawa Powązki,52.2560347,20.9722548
Warszawa Praga,52.2775271,21.0223526
Warszawa Płudy,52.3341174,20.9858307
Warszawa Radość,52.1857228,21.1871497
Warszawa Rakowiec,52.196818,20.9660609
Warszawa Rembertów,52.2571084,21.158478
Warszawa Stadion,52.244745,21.0439777
Warszawa Służewiec,52.1807488,20.9870352
Warszawa Targówek,52.2643714,21.0512766
Warszawa Toruńska,52.2941826,21.0130377
Warszawa Ursus,52.1964444,20.8853672
Warszawa Ursus Niedźwiadek,52.1913242,20.8696007
Warszawa Ursus Północny,52.2056545,20.8898498
Warszawa Wawer,52.22348,21.1494647
Warszawa Wesoła,52.2540879,21.2242009
Warszawa Wola Grzybowska,52.2528154,21.250949
Warszawa Wschodnia,52.2515889,21.0523678
Warszawa Włochy,52.206229,20.9150217
Warszawa ZOO,52.2635233,21.0178245
Warszawa Zachodnia,52.2200537,20.9652095
Warszawa Śródmieście,52.2293788,21.0075878
Warszawa Żerań,52.314243,20.9988422
Warszawa Żwirki i Wigury,52.1933666,20.9804948
Warząchewka,52.5847362,19.0807506
Wasilków,53.1978735,23.1767524
Wałbrzych Centrum,50.7733734,16.2698578
Wałbrzych Fabryczny,50.7613941,16.2670481
Wałbrzych Główny,50.7433935,16.2806898
Wałbrzych Miasto,50.7862286,16.2852337
Wałbrzych Szczawienko,50.8163038,16.3026729
Wałcz,53.2751302,16.4842762
Wałdowo Szlacheckie,53.3878924,18.7227819
Wałki,50.0509356,21.1435839
Wałowice,51.9845271,14.7947321
Wejherowo,54.6057529,18.2296473
Wejherowo Śmiechowo,54.6019278,18.2756241
Wejherowo-Nanice,,
Werbkowice,50.7455326,23.7676522
Werchrata,50.2480592,23.4881908
Widacz,49.6325134,21.8465675
Widełka,50.2015766,21.8728898
Widuchowa,53.1236648,14.4461228
Widzów Teklinów,50.9810384,19.367218
Wiekowo,54.3042749,16.3881209
Wielanowo,53.8738317,16.3264092
Wieleń,52.9074204,16.1801037
Wielowieś,50.6252025,21.7585061
Wieluń,51.2239595,18.5819955
Wieluń Dąbrowa,51.2395002,18.5505706
Wierchomla Wielka,49.4025121,20.7553367
Wierna Rzeka,50.8650094,20.3126263
Wieruszów,,
Wieruszów Miasto,51.2995514,18.1645906
Wierzbica Górna,51.0222216,17.9756766
Wierzbice Wrocławskie,,
Wierzbowa Śląska,51.3969165,15.7588544
Wierzchosławice,52.8683481,18.3582354
Wierzchowice,51.5028344,17.3516627
Wierzchucin,53.5481472,18.1128342
Wierzchucin Stary,53.5571304,18.0909408
Wiesiółka,50.4146778,19.349177
Wieżyca,54.2344998,18.1278036
Wiktorowo,52.4642387,19.1063191
Wilczyska,49.675964,20.9436809
Wilkoszewice,51.2515894,19.6304323
Wilkowice Bystra,49.7600222,19.0882156
Wilkowo Świebodzińskie,52.2563923,15.4690561
Wilkołaz,50.986117,22.3294289
Wilkołaz Wieś,51.0070183,22.3359988
Wilków Namysłowski,51.094239,17.6584067
Wipsowo,53.8948552,20.7968301
Wiry,52.3155055,16.8688567
Wisłoczanka,49.9517831,21.91484
Witanów,52.1859428,20.5741079
Witaszyce,51.9360279,17.5627832
Witkowo Pyrzyckie,53.2863394,15.0752313
Witków Śląski,50.7938256,16.1274664
Witnica,52.6673592,14.8959217
Witnica Chojeńska,52.866148,14.4511483
Witonia,52.1568164,19.2765941
Witowo,52.6391998,23.4844741
Więcławice,52.8410371,18.3042781
Wiśniowa,49.8661695,21.6519178
Wodzisław Śląski,50.0082337,18.4763476
Wodzisław Śląski Radlin,50.02007,18.4811094
Wojanów,50.8847457,15.8212863
Wojaszówka,49.7763119,21.6591111
Wojnowice Wielkopolskie,52.3268949,16.4666369
Wola Bierwiecka,51.5431912,21.1773235
Wola Filipowska,50.1307907,19.5773766
Wola Lipieniecka,51.2770711,21.0265513
Wola Radziszowska,49.9063289,19.7770832
Wola Rowska,51.8221091,21.6009512
Wola Rzędzińska,50.0352195,21.0723679
Wolbrom,50.3759508,19.7723377
Wolbórka,51.5933075,19.7234733
Wolenice,51.7734511,17.4380072
Wolica,50.753349,20.4704275
Wolin,53.8487048,14.6095971
Wolsztyn,52.1113369,16.1084137
Wołczyn,51.0134476,18.047335
Wołomin,52.3466969,21.2381996
Wołomin Słoneczna,52.3546431,21.2564425
Wołowno,53.8172632,20.1981846
Wołów,51.3335371,16.6332638
Wrocław Brochów,51.0642772,17.0846294
Wrocław Grabiszyn,51.0966298,16.9742551
Wrocław Główny,51.097916,17.0379512
Wrocław Kowale,51.134977,17.1001696
Wrocław Kuźniki,51.1280409,16.9522088
Wrocław Leśnica,51.1419203,16.8673226
Wrocław Mikołajów,51.1162965,16.998395
Wrocław Muchobór,51.1110689,16.9748716
Wrocław Nadodrze,51.1256579,17.0329905
Wrocław Nowy Dwór,51.1196824,16.9551819
Wrocław Osobowice,51.1670184,16.9966652
Wrocław Partynice,51.0611197,16.9976665
Wrocław Pawłowice,51.1687803,17.1083776
Wrocław Popiele,51.1224546,17.1142732
Wrocław Popowice,51.1221428,16.9998836
Wrocław Pracze,51.1696835,16.9035099
Wrocław Psie Pole,51.150452,17.1185445
Wrocław Różanka,51.1379273,17.0037009
Wrocław Sołtysowice,51.1425485,17.0835373
Wrocław Stadion,51.1370304,16.9406255
Wrocław Strachocin,51.1098233,17.1457051
Wrocław Swojczyce,51.1158639,17.1213443
Wrocław Szczepin,51.1229484,17.0142423
Wrocław Wojnów,51.1035553,17.157708
Wrocław Wojnów Wschodni,51.0980573,17.1682379
Wrocław Wojszyce,51.069076,17.0321678
Wrocław Zachodni,51.0899487,16.949504
Wrocław Zakrzów,51.1587445,17.1221927
Wrocław Świniary,51.1979443,16.9698725
Wrocław Żerniki,51.1261582,16.9163642
Wrocławki,53.241553,18.6106306
Wronki,52.7050142,16.3861827
Wrzeście,54.6776662,17.6680739
Września,52.3269181,17.5552546
Wrzosowo,54.1143108,15.8377641
Wrzosów,52.1843862,21.4826932
Wróblik Szlachecki,49.613564,21.8784325
Wschowa,51.7938409,16.3162025
Wudzyn,53.3229113,18.0758222
Wydartowo,52.6110482,17.9038241
Wygoda,50.6042391,20.4586174
Wykno,51.6606449,19.9046367
Wyry,,
Wyrzysk Osiek,53.1190261,17.2926539
Wysoka Kamieńska,53.8259688,14.8320104
Wyszków,52.601731,21.4466076
Wyszków Śląski,50.4664502,17.3908811
Wólka,52.3216852,17.7534718
Wólka Kańska,51.1284122,23.066406
Wólka Niedzieliska,50.7087532,23.087002
Wólka Orłowska,50.9269656,23.1834418
Wólka Plebańska,51.1534903,20.6325875
Wólka Ratowiecka,53.2791475,23.2431713
Wąbrzeźno,53.2652414,18.982122
Wąchock,51.0797066,21.0163501
Wągrowiec,52.809638,17.203482
Wąsosz Konecki,51.1451673,20.4776163
Węgierska Górka,49.603627,19.1188449
Węgliniec,51.2901013,15.2229659
Węgry,50.9257407,17.0328277
Węgrzce Wielkie,50.0187082,20.1056482
Wężyska,52.0127802,14.9515696
Władysławowo,54.7934715,18.4019048
Władysławowo Port,54.7935583,18.4176714
Włocławek,52.6532538,19.0587525
Włocławek Zazamcze,52.6679897,19.038781
Włoszczowa,50.8377903,20.0145481
Włoszczowa Północ,50.8563947,19.9460452
Włoszczowice,50.6516559,20.5864368
Zabiele,51.5433634,22.7631793
Zabierzów,50.1178616,19.7985948
Zabierzów Rząska,50.1056421,19.8235796
Zabieżki,52.0124251,21.4719538
Zaborze,49.870295,18.8112708
Zaborów,49.9072865,21.8303778
Zaborów Błonia,49.923987,21.8197947
Zabrze,50.3052986,18.7871281
Zabrzeg,49.9076132,18.9387433
Zabrzeg Czarnolesie,49.903888,18.9061939
